,Id,FPYear,EDegree,GMSalary,GLArea,HChildren,CMValue,CRate,PMotor,PHousehold,PHealth,PLife,PCompensations
220,221,1990.0,2 - High School,8062.0,1.0,1.0,249.05,0.661080880534257,320.17,264.5,154.25,11.78,57.9
221,222,1984.0,4 - PhD,7476.0,3.0,1.0,-25.0,1.0,533.1,84.45,43.12,0.89,5.89
222,223,1993.0,3 - BSc/MSc,3867.0,4.0,1.0,183.92,0.723416649015039,425.86,216.7,87.24,8.89,16.67
223,224,1983.0,3 - BSc/MSc,3514.0,4.0,0.0,436.53,0.396092850413483,436.97,187.8,114.91,5.78,18.78
224,225,1985.0,2 - High School,5491.0,1.0,1.0,511.54,0.229861629442499,401.41,123.35,134.58,12.78,24.56
225,226,1978.0,3 - BSc/MSc,4937.0,1.0,1.0,-46.9999999999999,1.03812824956672,532.99,-15.0,47.01,4.0,8.0
226,227,1977.0,3 - BSc/MSc,7285.0,2.0,0.0,84.02,0.838172426077663,317.17,93.35,209.93,34.45,18.78
227,228,1981.0,2 - High School,3213.0,4.0,1.0,807.72,0.0,333.95,323.4,84.35,44.12,46.9
228,229,1997.0,3 - BSc/MSc,2217.0,4.0,0.0,-189.25,1.20177389039716,247.38,256.15,146.25,106.13,58.12
229,230,1980.0,3 - BSc/MSc,6452.0,1.0,1.0,279.94,0.536959426627794,250.49,54.45,241.49,63.9,48.23
230,231,1980.0,2 - High School,7623.0,1.0,0.0,-69.12,1.05791546337621,267.94,207.25,201.26,44.12,41.23
231,232,1975.0,2 - High School,7702.0,3.0,0.0,461.99,0.409508681734407,183.59,303.4,219.82,18.67,99.24
232,233,1985.0,2 - High School,5047.0,4.0,1.0,514.32,0.159361556206746,443.53,59.45,102.24,16.67,19.67
233,234,1995.0,2 - High School,3300.0,1.0,1.0,114.36,0.88480740618284,139.36,808.5,163.92,63.68,34.34
234,235,1991.0,1 - Basic,3960.0,2.0,1.0,-13.3299999999999,0.987189338719592,33.34,406.2,131.69,175.7,164.03
235,236,1978.0,3 - BSc/MSc,5136.0,1.0,1.0,374.2,0.276234679817246,447.53,-30.55,107.91,8.89,17.78
236,237,1987.0,2 - High School,7145.0,4.0,0.0,752.03,0.270147655545537,152.25,579.55,233.71,53.9,45.23
237,238,1978.0,2 - High School,5848.0,4.0,1.0,293.06,0.651906492142013,205.04,403.4,105.02,87.24,113.02
238,239,1992.0,2 - High School,3777.0,4.0,1.0,549.65,0.425579768092763,239.49,501.75,180.7,75.68,2.78
239,240,1992.0,2 - High School,7011.0,1.0,0.0,564.43,0.334007502485763,153.25,335.05,295.61,64.79,36.34
240,241,1992.0,3 - BSc/MSc,4835.0,1.0,1.0,481.77,0.0667219152854512,541.77,-35.0,25.45,6.89,3.89
241,242,1983.0,2 - High School,1284.0,4.0,1.0,381.53,0.485509263946542,188.48,273.95,271.83,26.45,29.45
242,243,1975.0,3 - BSc/MSc,7531.0,1.0,0.0,51.35,0.877098659111762,210.15,23.9,253.38,70.79,63.01
243,244,1985.0,3 - BSc/MSc,7351.0,4.0,0.0,493.09,0.323960018790125,301.39,216.7,195.37,50.12,2.78
244,245,1989.0,3 - BSc/MSc,2414.0,3.0,1.0,161.25,0.749559628339765,293.5,177.25,207.26,37.34,28.34
245,246,1984.0,1 - Basic,1132.0,3.0,1.0,-20.55,0.995223938265377,32.23,422.3,302.5,101.24,73.46
246,247,1990.0,3 - BSc/MSc,3274.0,2.0,1.0,308.73,0.502904551954242,311.28,111.7,225.93,20.67,1.78
247,248,1994.0,3 - BSc/MSc,4778.0,3.0,1.0,557.12,0.0,506.54,3.9,49.01,17.78,4.89
248,249,1983.0,3 - BSc/MSc,3633.0,3.0,1.0,-58.99,1.05678628708901,466.42,-10.55,112.91,12.89,16.89
249,250,1987.0,4 - PhD,5143.0,4.0,1.0,535.88,0.121648709596592,510.54,39.45,73.68,12.89,2.0
250,251,1991.0,2 - High School,3157.0,4.0,1.0,704.24,0.347844750491862,92.46,639.0,248.49,-1.11,139.36
251,252,1978.0,3 - BSc/MSc,3840.0,4.0,1.0,-25.0,1.0,389.63,68.9,154.25,17.67,23.67
252,253,1975.0,3 - BSc/MSc,4637.0,2.0,1.0,-20.0,0.992164360376738,537.99,55.0,40.12,-1.0,6.0
253,254,1990.0,3 - BSc/MSc,8747.0,3.0,0.0,348.61,0.459757649372433,316.17,99.45,188.59,22.67,64.68
254,255,1995.0,2 - High School,3806.0,4.0,1.0,6.99999999999989,0.954104755894671,174.7,142.8,246.27,110.8,22.67
255,256,1976.0,1 - Basic,7684.0,1.0,0.0,875.63,0.208049383150286,181.48,725.15,207.26,14.67,8.67
256,257,1990.0,4 - PhD,5890.0,3.0,1.0,302.95,0.550698031264128,310.17,187.25,197.26,17.78,17.45
257,258,1991.0,3 - BSc/MSc,760.0,1.0,0.0,1105.42,0.20661702262056,50.9,1012.4,221.93,10.78,128.8
258,259,1996.0,2 - High School,6925.0,4.0,1.0,37.02,0.89912002472389,316.28,43.35,234.71,19.56,0.89
259,260,1984.0,4 - PhD,2402.0,4.0,1.0,455.97,0.351224118162811,291.61,162.8,230.71,26.56,29.67
260,261,1987.0,4 - PhD,5384.0,4.0,1.0,582.11,0.0753168027293774,537.77,69.45,37.45,-6.0,17.89
261,262,1992.0,3 - BSc/MSc,2016.0,3.0,1.0,338.84,0.4542509149817,222.04,98.35,301.28,44.23,0.78
262,263,1982.0,1 - Basic,1862.0,1.0,1.0,255.95,0.661118147277004,175.7,288.95,180.7,101.24,82.46
263,264,1980.0,3 - BSc/MSc,6390.0,4.0,0.0,320.97,0.34968045112782,345.4,-30.0,156.03,24.45,36.12
264,265,1994.0,3 - BSc/MSc,5430.0,4.0,1.0,-41.33,1.02885159010601,472.2,-25.0,108.02,12.89,-2.11
265,266,1997.0,3 - BSc/MSc,1762.0,1.0,1.0,1160.88,0.0,163.92,727.35,151.25,66.68,76.68
266,267,1993.0,3 - BSc/MSc,2563.0,4.0,1.0,572.77,0.110024267869638,511.32,99.45,63.9,2.0,-5.0
267,268,1984.0,2 - High School,4493.0,3.0,1.0,431.42,0.366294568477174,428.08,157.8,106.02,22.56,5.78
268,269,1976.0,2 - High School,3393.0,4.0,1.0,-42.6700000000001,1.02346208489902,331.84,177.8,181.7,44.12,17.67
269,270,1983.0,2 - High School,7064.0,4.0,1.0,259.06,0.510342687719782,328.95,8.9,188.48,46.12,7.67
270,271,1980.0,3 - BSc/MSc,8064.0,2.0,0.0,210.71,0.653372744518463,241.49,103.9,285.72,43.12,5.78
271,272,1983.0,1 - Basic,4901.0,4.0,1.0,152.59,0.75483185156552,450.53,176.7,94.35,1.89,0.89
272,273,1980.0,2 - High School,4095.0,1.0,1.0,373.07,0.464095315024233,313.17,177.25,145.25,92.35,14.78
273,274,1993.0,2 - High School,4057.0,3.0,1.0,417.44,0.21476617268613,484.76,-30.55,55.01,18.78,35.45
274,275,1995.0,2 - High School,7737.0,1.0,0.0,-25.0,1.0,248.38,185.6,215.82,20.67,40.12
275,276,1990.0,2 - High School,7008.0,1.0,0.0,222.16,0.683679737892905,204.04,226.7,240.6,33.45,76.57
276,277,1995.0,3 - BSc/MSc,5775.0,1.0,1.0,-60.0,1.05627009646302,540.77,50.0,46.23,-5.0,-10.0
277,278,1991.0,1 - Basic,5874.0,3.0,0.0,287.95,0.612071102737009,156.92,298.4,195.37,63.79,92.24
278,279,1984.0,2 - High School,8685.0,1.0,1.0,321.62,0.564263086438377,281.61,235.6,147.36,65.9,65.01
279,280,1998.0,1 - Basic,8771.0,1.0,0.0,193.04,0.791319328133225,96.02,541.2,189.59,127.69,90.35
280,281,1985.0,3 - BSc/MSc,2151.0,3.0,1.0,241.05,0.613681245280827,269.05,98.35,266.16,-3.0,58.12
281,282,1977.0,3 - BSc/MSc,6166.0,1.0,1.0,-175.0,1.3030303030303,506.43,-75.0,55.9,5.89,1.78
282,283,1995.0,2 - High School,4838.0,2.0,1.0,473.43,0.158228061879349,499.54,33.9,59.79,-6.0,4.89
283,284,1988.0,1 - Basic,2562.0,3.0,1.0,284.06,0.697782210748651,71.57,549.55,161.03,120.8,119.69
284,285,1995.0,3 - BSc/MSc,7100.0,4.0,0.0,10.34,0.956569827459077,209.93,298.4,233.6,36.45,35.34
285,286,1992.0,2 - High School,3913.0,2.0,1.0,414.98,0.250613162556207,426.08,13.9,123.58,18.78,4.78
286,287,1987.0,3 - BSc/MSc,6602.0,3.0,1.0,698.57,0.212415099268548,333.73,413.4,129.58,23.56,18.45
287,288,1988.0,2 - High School,4385.0,3.0,1.0,618.8,0.0,139.58,82.25,246.49,72.57,102.91
288,289,1976.0,1 - Basic,2403.0,1.0,1.0,172.26,0.770521172638436,48.01,334.5,182.59,145.25,149.25
289,290,1987.0,2 - High School,1804.0,1.0,0.0,73.02,0.869506756306996,48.12,215.05,249.49,140.47,98.02
290,291,1994.0,3 - BSc/MSc,3835.0,1.0,1.0,144.26,0.770211379464831,325.73,210.6,162.92,-2.0,39.34
291,292,1992.0,2 - High School,2383.0,4.0,0.0,562.11,0.263387032018468,247.38,265.05,128.58,81.35,74.68
292,293,1974.0,2 - High School,6333.0,4.0,1.0,-133.24,1.09816440542698,168.03,609.55,216.82,94.35,13.89
293,294,1977.0,2 - High School,4255.0,1.0,1.0,541.54,0.300109948484811,348.62,241.7,151.14,44.23,23.78
294,295,1994.0,3 - BSc/MSc,7158.0,4.0,0.0,390.75,0.278211805555556,445.53,-10.0,107.91,9.78,22.78
295,296,1991.0,2 - High School,3911.0,4.0,0.0,190.82,0.808690564833528,172.59,725.15,181.48,43.23,5.67
297,298,1992.0,3 - BSc/MSc,6817.0,1.0,1.0,-111.55,1.15752115752116,386.74,-30.55,151.03,25.45,16.78
298,299,1987.0,4 - PhD,6776.0,4.0,0.0,-43.7800000000001,1.0284493728413,430.08,58.9,138.47,18.78,13.89
299,300,1991.0,2 - High School,7196.0,4.0,0.0,-25.0,1.0,285.83,54.45,259.27,30.56,22.45
300,301,1985.0,3 - BSc/MSc,4656.0,4.0,1.0,29.0100000000001,0.920797160957297,187.59,141.15,246.27,80.46,26.45
301,302,1976.0,1 - Basic,2993.0,1.0,0.0,1356.71,0.0480091498494547,41.23,1089.1,69.68,101.24,150.14
302,303,1994.0,2 - High School,4158.0,1.0,1.0,-59.34,1.05680164086278,460.42,19.45,41.12,34.34,49.23
303,304,1977.0,3 - BSc/MSc,3374.0,2.0,1.0,-86.45,1.10128898265972,233.6,48.35,200.15,14.78,109.8
304,305,1995.0,3 - BSc/MSc,4189.0,3.0,1.0,-20.0,0.992285260218173,434.08,40.0,137.47,15.78,20.78
305,306,1989.0,3 - BSc/MSc,6689.0,3.0,0.0,-37.3100000000001,1.02229587770774,252.16,-6.1,292.5,-0.11,13.67
306,307,1996.0,3 - BSc/MSc,3247.0,1.0,1.0,81.14,0.832003798670465,102.91,87.25,352.51,54.01,35.12
307,308,1993.0,3 - BSc/MSc,7375.0,4.0,0.0,345.5,0.528841751869373,174.59,246.7,314.28,13.67,37.12
308,309,1975.0,4 - PhD,8236.0,4.0,0.0,-50.22,1.04544144144144,443.75,-40.0,123.58,12.89,14.78
309,310,1978.0,2 - High School,3572.0,3.0,0.0,13.23,0.950301596380843,287.72,187.8,230.82,38.23,24.67
310,311,1985.0,2 - High School,3461.0,2.0,1.0,9.45000000000005,0.951228144687478,245.38,142.8,280.83,34.45,2.89
311,312,1976.0,3 - BSc/MSc,7853.0,3.0,1.0,145.47,0.77125489775106,456.64,182.8,103.91,6.0,-4.11
312,313,1991.0,3 - BSc/MSc,5791.0,4.0,1.0,683.8,0.0,388.74,132.25,129.69,25.56,32.56
313,314,1982.0,4 - PhD,5292.0,1.0,1.0,417.99,0.176766832060359,532.99,-40.0,41.12,6.0,-2.0
314,315,1975.0,1 - Basic,6357.0,3.0,1.0,-102.57,1.08650414845214,204.26,383.4,158.03,77.57,73.46
315,316,1976.0,3 - BSc/MSc,7668.0,3.0,0.0,151.04,0.769291256028518,323.06,225.05,165.92,11.67,37.34
316,317,1980.0,1 - Basic,3137.0,4.0,1.0,14.2299999999998,0.972384907785443,92.35,1025.75,195.26,54.12,53.12
317,318,1987.0,3 - BSc/MSc,3558.0,4.0,1.0,331.5,0.494412298615838,211.04,128.9,284.72,63.9,16.56
318,319,1984.0,2 - High School,5603.0,4.0,0.0,25.2299999999999,0.927050656442431,332.95,94.45,210.93,24.67,25.56
319,320,1990.0,2 - High School,4594.0,4.0,1.0,320.62,0.524175340051765,210.15,171.7,209.04,82.57,52.9
320,321,1974.0,3 - BSc/MSc,5350.0,4.0,1.0,377.97,0.312337883959044,432.97,-15.0,145.36,7.89,14.78
321,322,1986.0,2 - High School,4665.0,4.0,1.0,591.0,0.185454545454545,366.29,206.7,140.25,0.89,42.12
322,323,1992.0,2 - High School,7578.0,4.0,0.0,320.85,0.374717506463452,344.73,-50.0,207.26,4.89,46.23
323,324,1980.0,2 - High School,2161.0,1.0,1.0,346.53,0.547560188511514,242.38,307.85,171.92,17.67,81.35
324,325,1979.0,3 - BSc/MSc,2742.0,3.0,1.0,-69.23,1.07017961411526,269.83,62.8,203.15,44.23,50.23
325,326,1982.0,2 - High School,3933.0,3.0,1.0,-16.22,0.986156659939455,371.96,92.8,107.91,8.78,52.79
326,327,1980.0,4 - PhD,6691.0,1.0,0.0,242.16,0.645427157020187,222.04,201.7,284.61,16.56,28.56
327,328,1991.0,2 - High School,3065.0,4.0,1.0,205.48,0.717524787665609,261.94,295.05,124.8,69.57,64.57
328,329,1995.0,1 - Basic,3591.0,1.0,1.0,-222.37,1.25484195847536,96.24,235.6,210.93,197.37,34.34
329,330,1979.0,2 - High School,8584.0,1.0,1.0,-47.7700000000001,1.03942447537918,457.64,-20.55,94.35,47.23,-1.11
330,331,1979.0,2 - High School,2841.0,4.0,1.0,825.73,0.236712245190927,104.02,695.7,248.27,7.78,58.79
331,332,1997.0,3 - BSc/MSc,8194.0,4.0,0.0,402.08,0.4002696174802,422.3,123.9,146.36,14.78,4.78
332,333,1989.0,3 - BSc/MSc,7620.0,4.0,0.0,-33.7700000000001,1.0148224517045,364.18,9.45,208.26,11.89,-2.11
333,334,1995.0,3 - BSc/MSc,2936.0,1.0,0.0,214.82,0.723480306244811,138.58,342.85,260.16,101.24,24.45
334,335,1987.0,3 - BSc/MSc,4513.0,3.0,1.0,549.32,0.172592635279202,430.08,113.9,119.8,-1.0,31.34
335,336,1990.0,3 - BSc/MSc,7562.0,3.0,1.0,470.19,0.265906665085389,406.3,104.45,118.69,14.78,30.34
336,337,1976.0,3 - BSc/MSc,6297.0,3.0,1.0,176.25,0.738228407908429,452.42,212.25,89.35,12.89,1.89
337,338,1987.0,3 - BSc/MSc,8128.0,1.0,0.0,59.7,0.852613628454096,249.38,13.35,240.6,40.12,31.23
338,339,1988.0,3 - BSc/MSc,4714.0,3.0,1.0,46.89,0.888887171561051,539.88,60.0,23.45,11.89,11.78
339,340,1979.0,1 - Basic,2576.0,1.0,0.0,455.43,0.375286070945595,11.67,245.05,183.7,223.71,104.91
340,341,1981.0,3 - BSc/MSc,3670.0,1.0,1.0,361.73,0.490266116595711,175.81,197.25,283.72,57.79,44.12
341,342,1989.0,2 - High School,7343.0,1.0,0.0,103.9,0.820503537013313,126.8,128.9,137.47,219.04,105.91
342,343,1974.0,4 - PhD,7755.0,4.0,1.0,455.1,0.164404065719855,492.76,-15.55,81.57,12.89,2.89
343,344,1976.0,3 - BSc/MSc,1564.0,1.0,1.0,413.41,0.472526018167599,185.48,300.05,298.5,24.45,22.67
344,345,1983.0,2 - High School,4550.0,4.0,1.0,278.85,0.411268915541261,388.63,-40.0,139.25,4.78,23.45
345,346,1989.0,3 - BSc/MSc,6884.0,1.0,1.0,52.78,0.880624961630548,452.53,84.45,106.02,1.89,6.67
346,347,1975.0,2 - High School,5316.0,1.0,1.0,-31.22,1.00922684388536,479.98,98.9,85.46,17.78,-8.0
347,348,1991.0,3 - BSc/MSc,6532.0,4.0,1.0,26.4500000000002,0.925122249388753,420.3,88.9,140.47,35.45,2.0
348,349,1975.0,3 - BSc/MSc,3255.0,3.0,1.0,219.49,0.75749851219996,124.69,539.0,216.93,119.8,7.78
349,350,1985.0,3 - BSc/MSc,2949.0,4.0,1.0,467.2,0.235856672669689,431.86,78.9,99.02,18.56,15.78
350,351,1984.0,2 - High School,6705.0,4.0,0.0,34.01,0.948216855628488,136.58,695.7,210.04,38.23,59.01
351,352,1975.0,2 - High School,2450.0,1.0,1.0,-39.6700000000001,1.02507178014766,327.06,3.9,188.37,25.56,40.23
352,353,1980.0,2 - High School,2086.0,1.0,0.0,199.92,0.706336253606821,46.12,212.25,177.59,148.25,181.7
353,354,1996.0,3 - BSc/MSc,2629.0,1.0,1.0,490.32,0.210842266462481,499.54,70.0,67.68,-1.11,16.89
354,355,1974.0,1 - Basic,2784.0,4.0,1.0,113.36,0.838122426057656,131.47,348.4,164.81,167.92,42.12
355,356,1978.0,2 - High School,3956.0,1.0,1.0,304.84,0.540132450331126,343.62,156.7,127.69,13.78,75.46
356,357,1985.0,3 - BSc/MSc,2971.0,4.0,1.0,211.15,0.689423431006365,163.03,211.7,335.73,25.45,24.45
357,358,1985.0,3 - BSc/MSc,4056.0,4.0,1.0,-32.89,1.01182908545727,523.21,75.0,46.01,7.89,14.89
358,359,1988.0,2 - High School,6987.0,3.0,0.0,-33.8900000000001,1.01072479853303,322.06,271.15,216.82,5.0,13.89
359,360,1978.0,1 - Basic,4595.0,3.0,1.0,-17.0,0.987796692903777,503.76,49.45,75.68,18.67,8.0
360,361,1995.0,2 - High School,4430.0,1.0,1.0,124.15,0.788448718494248,420.19,151.15,109.02,-1.0,25.67
361,362,1988.0,3 - BSc/MSc,7611.0,4.0,0.0,-23.88,0.998095626742842,129.58,18.9,278.72,71.57,89.35
362,363,1990.0,2 - High School,7033.0,4.0,0.0,8.56000000000006,0.953188640294593,275.72,166.15,239.49,2.0,33.56
363,364,1986.0,2 - High School,6613.0,1.0,1.0,414.64,0.326077625850757,440.75,106.7,101.24,4.78,-1.11
364,365,1987.0,3 - BSc/MSc,8803.0,2.0,0.0,30.2400000000001,0.900747448612908,190.37,-10.55,253.16,65.79,57.79
365,366,1975.0,2 - High School,6754.0,3.0,0.0,646.25,0.296442646318967,206.15,465.1,124.58,81.57,76.68
366,367,1985.0,2 - High School,2465.0,1.0,1.0,37.79,0.940040106951872,86.35,564.0,198.26,130.69,67.9
367,368,1977.0,4 - PhD,5872.0,4.0,1.0,-121.0,1.17744916820702,585.22,-35.0,5.78,-4.0,-11.0
368,369,1990.0,2 - High School,6023.0,3.0,1.0,417.64,0.352979009530492,456.53,93.9,104.02,15.78,13.89
369,370,1981.0,2 - High School,3012.0,4.0,1.0,508.2,0.317014435947687,333.84,222.25,202.37,22.45,-0.22
370,371,1985.0,3 - BSc/MSc,5484.0,4.0,0.0,328.62,0.574935089912492,121.91,276.15,96.13,231.71,106.02
371,372,1987.0,3 - BSc/MSc,6114.0,4.0,1.0,447.43,0.215388959011493,462.53,13.9,98.13,-2.0,29.56
372,373,1987.0,2 - High School,3603.0,4.0,1.0,-28.3299999999999,1.0056771685761,414.08,9.45,130.69,19.56,12.78
373,374,1974.0,3 - BSc/MSc,5278.0,1.0,1.0,483.32,0.172117263843648,514.21,40.0,49.01,5.89,4.89
374,375,1980.0,2 - High School,3802.0,4.0,1.0,8.77999999999997,0.945700921058977,515.54,30.0,66.79,6.78,3.0
375,376,1992.0,3 - BSc/MSc,7295.0,3.0,0.0,340.41,0.522988355699441,161.81,235.05,273.05,31.45,64.68
376,377,1992.0,2 - High School,5188.0,4.0,1.0,123.59,0.776189543763462,395.52,127.25,119.8,-4.0,25.34
377,378,1989.0,1 - Basic,2711.0,3.0,1.0,656.01,0.244203984240608,143.47,338.95,220.04,88.46,110.13
378,379,1990.0,3 - BSc/MSc,6125.0,1.0,0.0,409.75,0.287306765462861,384.63,53.9,164.81,2.89,3.78
379,380,1996.0,3 - BSc/MSc,8149.0,4.0,0.0,46.46,0.894693408390928,251.27,160.6,195.26,69.57,1.89
380,381,1976.0,2 - High School,5879.0,4.0,0.0,407.41,0.459514524273786,350.62,230.05,137.58,65.9,15.89
381,382,1977.0,3 - BSc/MSc,2330.0,4.0,1.0,570.1,0.451505571582624,183.59,595.1,135.58,121.8,48.9
382,383,1993.0,3 - BSc/MSc,5376.0,4.0,1.0,0.0,0.960198054480903,550.77,35.0,35.34,-1.0,8.0
383,384,1978.0,1 - Basic,5970.0,2.0,0.0,344.96,0.586452045606975,183.7,369.5,155.14,80.46,105.8
384,385,1993.0,3 - BSc/MSc,3668.0,4.0,1.0,38.24,0.897469154817685,421.08,63.35,120.8,-0.11,11.67
385,386,1981.0,4 - PhD,4590.0,1.0,1.0,178.36,0.721938880153142,304.17,182.8,223.82,14.78,5.78
386,387,1997.0,2 - High School,2532.0,1.0,1.0,190.82,0.534730306558013,139.58,270.05,0.0,28.56,25.67
387,388,1981.0,3 - BSc/MSc,5546.0,4.0,1.0,404.88,0.18754134300996,545.88,-55.0,35.23,-6.0,9.0
388,389,1986.0,3 - BSc/MSc,6072.0,1.0,1.0,290.07,0.496886177823199,292.72,52.8,230.71,19.56,30.45
389,390,1985.0,3 - BSc/MSc,3271.0,1.0,1.0,-34.7800000000001,1.01372515998653,297.5,104.45,271.05,24.67,14.89
390,391,1996.0,4 - PhD,2895.0,4.0,1.0,501.99,0.151384863123994,530.1,35.0,55.01,4.89,-4.0
391,392,1991.0,3 - BSc/MSc,7965.0,1.0,0.0,455.75,0.474750895900708,62.68,427.85,380.74,9.78,34.23
392,393,1986.0,2 - High School,3699.0,1.0,0.0,590.55,0.48874584717608,7.67,791.25,221.71,181.59,1.78
393,394,1993.0,4 - PhD,4411.0,4.0,1.0,503.31,0.268055805705261,348.51,138.35,163.92,29.56,41.45
394,395,1989.0,2 - High School,2247.0,1.0,1.0,995.86,0.244322387706156,74.68,942.4,182.7,72.68,78.46
395,396,1976.0,3 - BSc/MSc,6766.0,1.0,1.0,351.07,0.361033709392415,333.84,9.45,186.48,16.56,42.23
396,397,1989.0,3 - BSc/MSc,4432.0,4.0,1.0,313.51,0.464484591533253,363.18,53.9,164.92,25.45,24.67
397,398,1986.0,1 - Basic,829.0,1.0,1.0,-218.48,1.22271848236486,52.01,348.4,49.01,193.48,225.82
398,399,1991.0,2 - High School,6245.0,4.0,1.0,440.77,0.342578477868112,332.84,165.6,189.37,-6.0,26.67
399,400,1978.0,3 - BSc/MSc,1944.0,1.0,1.0,386.2,0.455393091756728,50.9,220.05,314.28,29.56,140.25
400,401,1976.0,3 - BSc/MSc,2965.0,4.0,1.0,392.75,0.339713599291901,331.73,68.35,214.93,-6.0,23.67
401,402,1990.0,2 - High School,4074.0,1.0,1.0,71.13,0.895833559083275,96.13,416.2,201.37,13.78,195.37
402,403,1977.0,3 - BSc/MSc,4396.0,4.0,1.0,607.11,0.0,532.99,50.0,39.12,2.0,8.0
403,404,1994.0,2 - High School,7514.0,3.0,0.0,334.51,0.606731863131181,211.93,373.95,180.7,54.12,93.46
404,405,1978.0,1 - Basic,3051.0,4.0,1.0,62.4499999999999,0.900579809004093,19.45,364.5,199.15,158.92,137.58
405,406,1975.0,2 - High School,5829.0,4.0,1.0,421.22,0.21240468794126,534.21,-40.55,60.01,9.89,3.0
406,407,1996.0,4 - PhD,6878.0,4.0,1.0,-73.8999999999999,1.07583746898263,393.63,92.25,110.02,26.45,22.45
407,408,1977.0,3 - BSc/MSc,3778.0,4.0,1.0,272.4,0.453871015131482,297.61,-35.55,217.93,35.34,29.23
408,409,1994.0,3 - BSc/MSc,6104.0,1.0,1.0,-82.9,1.07639328689044,265.94,206.15,199.37,57.9,28.56
409,410,1978.0,1 - Basic,3296.0,3.0,1.0,441.2,0.365921331810021,444.53,167.8,88.35,21.67,12.89
410,411,1987.0,2 - High School,5781.0,4.0,0.0,52.13,0.865627177700348,339.84,-30.0,157.03,65.79,41.34
411,412,1983.0,2 - High School,5558.0,4.0,1.0,-7.43999999999994,0.975498130267344,375.96,143.35,154.03,30.45,12.89
412,413,1992.0,3 - BSc/MSc,5299.0,2.0,1.0,506.99,0.139954086911536,531.99,34.45,49.23,2.89,0.0
413,414,1977.0,4 - PhD,3559.0,3.0,1.0,306.94,0.497060606060606,276.94,55.0,202.37,87.24,38.45
414,415,1988.0,2 - High School,5235.0,4.0,1.0,-45.78,1.03011070538457,492.76,113.9,70.68,-4.0,16.78
415,416,1990.0,3 - BSc/MSc,2871.0,4.0,1.0,379.08,0.37707344145033,332.84,58.35,230.82,13.78,12.89
416,417,1979.0,2 - High School,8354.0,4.0,0.0,-36.3200000000001,1.02001555979914,449.53,-10.55,109.8,9.78,7.0
417,418,1995.0,3 - BSc/MSc,5217.0,4.0,1.0,-39.0,1.02337228714524,533.88,15.0,39.23,-7.0,17.89
418,419,1994.0,4 - PhD,4034.0,1.0,1.0,457.75,0.203382838283828,473.31,25.0,92.13,10.67,4.89
420,421,1987.0,3 - BSc/MSc,5241.0,4.0,1.0,194.14,0.695926069822945,427.86,163.35,73.68,18.56,37.23
421,422,1979.0,2 - High School,5769.0,4.0,1.0,-52.5600000000001,1.0315072251692,316.17,358.4,130.58,27.56,42.01
422,423,1992.0,3 - BSc/MSc,7068.0,4.0,0.0,398.08,0.454653261149781,455.53,212.25,75.57,27.56,4.89
423,424,1996.0,2 - High School,6198.0,1.0,1.0,64.13,0.847901023890785,232.71,-5.0,195.37,148.25,14.67
424,425,1993.0,3 - BSc/MSc,3553.0,1.0,0.0,396.19,0.35181594336719,316.06,82.25,95.24,130.69,25.56
425,426,1981.0,3 - BSc/MSc,3894.0,4.0,1.0,271.39,0.502434192855224,332.73,38.35,187.37,0.89,36.34
426,427,1980.0,3 - BSc/MSc,4708.0,1.0,1.0,-19.8900000000001,0.992829881573778,408.41,128.35,139.47,15.67,20.78
427,428,1988.0,3 - BSc/MSc,3130.0,4.0,0.0,500.88,0.131422908580395,522.1,24.45,45.23,9.89,3.78
428,429,1994.0,3 - BSc/MSc,2772.0,3.0,1.0,210.71,0.682250171876896,235.71,181.15,234.6,28.34,62.01
429,430,1995.0,1 - Basic,6090.0,3.0,1.0,354.97,0.592582267351468,240.49,450.65,114.91,70.68,55.9
430,431,1980.0,3 - BSc/MSc,8418.0,1.0,0.0,129.81,0.793839556810313,152.14,196.15,354.51,41.34,6.78
431,432,1976.0,2 - High School,4860.0,1.0,1.0,-13.3200000000001,0.980072340135126,481.2,13.9,88.35,-1.11,3.78
432,433,1996.0,2 - High School,1113.0,3.0,0.0,575.1,0.448533803839403,83.46,600.1,149.36,213.15,42.12
433,434,1984.0,3 - BSc/MSc,6976.0,3.0,0.0,-32.89,1.01260141825848,405.41,48.9,163.92,1.89,6.0
434,435,1984.0,3 - BSc/MSc,7023.0,4.0,1.0,437.65,0.223897872911494,420.97,28.9,124.8,12.78,8.67
435,436,1989.0,2 - High School,4287.0,3.0,1.0,19.1200000000001,0.959546688183085,198.48,619.55,207.15,10.67,54.79
436,437,1974.0,3 - BSc/MSc,5224.0,1.0,1.0,-51.11,1.04654188948307,426.86,-30.0,136.58,3.89,23.67
437,438,1995.0,3 - BSc/MSc,6996.0,4.0,0.0,-41.78,1.02403185151237,324.95,127.8,209.93,18.78,16.78
438,439,1987.0,1 - Basic,2949.0,1.0,1.0,325.97,0.541910305941318,146.36,248.95,268.83,7.89,94.13
439,440,1992.0,1 - Basic,7653.0,4.0,0.0,132.81,0.776270273335602,222.71,146.7,136.58,94.13,105.24
440,441,1985.0,3 - BSc/MSc,8631.0,4.0,0.0,288.07,0.42509548993683,336.73,-35.55,227.71,1.89,13.78
441,442,1993.0,4 - PhD,5914.0,1.0,1.0,284.53,0.383541455059648,449.53,-70.0,115.8,6.78,0.0
